0,-0.000062,0,-0.183355,-166.609946,-0.004136
0.001,-0.000414,0,-1.218924,-157.577447,-0.003995
0.002,-0.000974,0,-2.864145,-142.472996,-0.003955
0.003,-0.001663,0,-4.8916,-123.985466,-0.003955
0.004,-0.002459,0,-7.23215,-104.103181,-0.003935
0.005,-0.003314,0,-9.746255,-84.252879,-0.004096
0.006,-0.0041,0,-12.060033,-65.412458,-0.004076
0.007,-0.004767,0,-14.02012,-48.308962,-0.004156
0.008,-0.00529,0,-15.557541,-33.328108,-0.003935
0.009,-0.005723,0,-16.831535,-20.581043,-0.003935
0.01,-0.006128,0,-18.023561,-10.05933,-0.004096
0.011,-0.006572,0,-19.330404,-1.720442,-0.003835
0.012,-0.00701,0,-20.618343,4.616181,-0.004076
0.013,-0.007384,0,-21.716902,9.175456,-0.004116
0.014,-0.007564,0,-22.246457,12.276694,-0.003955
0.015,-0.007564,0,-22.246283,14.169926,-0.003995
0.016,-0.007485,0,-22.015238,15.132021,-0.003975
0.017,-0.007409,0,-21.79262,15.455743,-0.003955
0.018,-0.007392,0,-21.741774,15.247868,-0.004156
0.019,-0.007441,0,-21.884388,14.61696,-0.004096
0.02,-0.007467,0,-21.960953,13.735724,-0.004156
0.021,-0.00741,0,-21.795463,12.731987,-0.003995
0.022,-0.007265,0,-21.367532,11.641122,-0.003875
0.023,-0.007132,0,-20.976653,10.560115,-0.003875
0.024,-0.00703,0,-20.675294,9.576042,-0.004036
0.025,-0.007051,0,-20.737168,8.70995,-0.003895
0.026,-0.007065,0,-20.779455,8.002176,-0.003855
0.027,-0.007039,0,-20.702447,7.446236,-0.003995
0.028,-0.006958,0,-20.465628,7.004527,-0.003995
0.029,-0.006813,0,-20.038505,6.713979,-0.004016
0.03,-0.006756,0,-19.869231,6.482293,-0.004417
0.031,-0.00685,0,-20.146214,6.287342,-0.004036
0.032,-0.00701,0,-20.61863,6.136139,-0.003955
0.033,-0.007139,0,-20.99687,6.042369,-0.003975
0.034,-0.007202,0,-21.181862,5.99105,-0.004337
0.035,-0.007123,0,-20.949748,6.032958,-0.004096
0.036,-0.007,0,-20.58705,6.149967,-0.003995
0.037,-0.006892,0,-20.2719,6.222783,-0.004056
0.038,-0.006857,0,-20.168047,6.291561,-0.004016
0.039,-0.0069,0,-20.29417,6.334347,-0.004156
0.04,-0.007052,0,-20.742595,6.340472,-0.004036
0.041,-0.00705,0,-20.735595,6.330365,-0.004076
0.042,-0.006968,0,-20.493679,6.287594,-0.004096
0.043,-0.006847,0,-20.136921,6.231974,-0.004016
0.044,-0.006743,0,-19.833641,6.140963,-0.003995
0.045,-0.006756,0,-19.869556,6.089285,-0.004176
0.046,-0.006825,0,-20.072715,6.136822,-0.003995
0.047,-0.006814,0,-20.042159,6.263819,-0.003955
0.048,-0.006692,0,-19.682714,6.433245,-0.003774
0.049,-0.006618,0,-19.465989,6.548712,-0.004056
0.05,-0.006629,0,-19.496606,6.669779,-0.003935
0.051,-0.006693,0,-19.684365,6.837631,-0.003815
0.052,-0.006896,0,-20.282677,6.935769,-0.004096
0.053,-0.007157,0,-21.049455,6.944034,-0.003895
0.054,-0.007257,0,-21.343369,6.934625,-0.003935
0.055,-0.007181,0,-21.121656,6.906499,-0.003935
0.056,-0.007116,0,-20.928639,6.924663,-0.003734
0.057,-0.007058,0,-20.758711,6.967072,-0.003975
0.058,-0.00704,0,-20.706172,6.980848,-0.004096
0.059,-0.007155,0,-21.045149,6.975166,-0.003935
0.06,-0.007223,0,-21.244147,6.926417,-0.003915
0.061,-0.007153,0,-21.038016,6.827109,-0.004156
0.062,-0.007172,0,-21.095255,6.725515,-0.004016
0.063,-0.007079,0,-20.820055,6.603444,-0.004176
0.064,-0.006898,0,-20.286904,6.426435,-0.003875
0.065,-0.006918,0,-20.346825,6.247972,-0.004076
0.066,-0.006885,0,-20.249084,6.13532,-0.003935
0.067,-0.006773,0,-19.920817,6.073017,-0.003995
0.068,-0.006793,0,-19.980768,6.054461,-0.003995
0.069,-0.006678,0,-19.642157,6.064124,-0.003915
0.07,-0.006526,0,-19.192701,6.089342,-0.004036
0.071,-0.006669,0,-19.615111,6.170995,-0.004016
0.072,-0.006792,0,-19.975805,6.279406,-0.004076
0.073,-0.006925,0,-20.368416,6.349779,-0.003955
0.074,-0.007155,0,-21.044451,6.396981,-0.003975
0.075,-0.007063,0,-20.773595,6.48713,-0.004016
0.076,-0.006941,0,-20.413805,6.532546,-0.004116
0.077,-0.006972,0,-20.505758,6.529355,-0.003895
0.078,-0.006953,0,-20.451363,6.48035,-0.003915
0.079,-0.006954,0,-20.451996,6.456087,-0.003734
0.08,-0.007129,0,-20.968048,6.405798,-0.004156
0.081,-0.007085,0,-20.836961,6.234524,-0.003935
0.082,-0.007041,0,-20.70869,5.962153,-0.003935
0.083,-0.007024,0,-20.659513,5.736057,-0.003915
0.084,-0.006878,0,-20.230165,5.653676,-0.004016
0.085,-0.00681,0,-20.02859,5.69272,-0.003975
0.086,-0.006843,0,-20.126853,5.800614,-0.003995
0.087,-0.006698,0,-19.699971,5.920611,-0.004156
0.088,-0.006636,0,-19.516202,6.111128,-0.004036
0.089,-0.006607,0,-19.43186,6.110423,-0.003875
0.09,-0.006515,0,-19.160782,5.97163,-0.003915
0.091,-0.006583,0,-19.361668,5.832238,-0.003895
0.092,-0.006754,0,-19.863597,5.708144,-0.003855
0.093,-0.006828,0,-20.082383,5.673955,-0.004116
0.094,-0.006912,0,-20.329695,5.657887,-0.003875
0.095,-0.006886,0,-20.254161,5.646561,-0.004116
0.096,-0.00671,0,-19.735744,5.590476,-0.004056
0.097,-0.006672,0,-19.622573,5.583501,-0.004036
0.098,-0.006711,0,-19.738919,5.634435,-0.004236
0.099,-0.006695,0,-19.690579,5.728513,-0.004076
0.1,-0.00679,0,-19.971711,5.743958,-0.004196
0.101,-0.006846,0,-20.134272,5.676779,-0.003935
0.102,-0.006755,0,-19.868474,5.559034,-0.004176
0.103,-0.006723,0,-19.774252,5.441043,-0.003955
0.104,-0.006701,0,-19.709262,5.377394,-0.004016
0.105,-0.006707,0,-19.725259,5.387474,-0.003915
0.106,-0.006795,0,-19.986135,5.465414,-0.004036
0.107,-0.006767,0,-19.904146,5.545368,-0.004016
0.108,-0.006699,0,-19.7026,5.66864,-0.003915
0.109,-0.006723,0,-19.772171,5.781918,-0.004016
0.11,-0.006719,0,-19.762397,5.796278,-0.004016
0.111,-0.006786,0,-19.957724,5.779511,-0.003995
0.112,-0.006987,0,-20.549912,5.792628,-0.003975
0.113,-0.00709,0,-20.85174,5.810774,-0.004056
0.114,-0.007207,0,-21.195953,5.809872,-0.003975
0.115,-0.007266,0,-21.371791,5.725863,-0.004016
0.116,-0.00707,0,-20.79452,5.637653,-0.003915
0.117,-0.007011,0,-20.619273,5.639559,-0.003955
0.118,-0.007084,0,-20.834072,5.660247,-0.004156
0.119,-0.007068,0,-20.787664,5.73117,-0.004116
0.12,-0.007215,0,-21.220094,5.820132,-0.004156
0.121,-0.007365,0,-21.660995,5.908768,-0.003955
0.122,-0.007247,0,-21.316162,5.907084,-0.003955
0.123,-0.007277,0,-21.401847,5.853896,-0.003795
0.124,-0.007412,0,-21.800079,5.704692,-0.004056
0.125,-0.007413,0,-21.802524,5.559395,-0.003935
0.126,-0.007507,0,-22.080541,5.494347,-0.003875
0.127,-0.007576,0,-22.283701,5.553933,-0.004216
0.128,-0.007419,0,-21.819497,5.66287,-0.003875
0.129,-0.007451,0,-21.913312,5.75004,-0.003774
0.13,-0.007627,0,-22.432201,5.805581,-0.004016
0.131,-0.007704,0,-22.659939,5.816413,-0.003995
0.132,-0.007911,0,-23.268209,5.750058,-0.003935
0.133,-0.008132,0,-23.91811,5.656151,-0.004016
0.134,-0.008078,0,-23.75784,5.51425,-0.004176
0.135,-0.008,0,-23.530281,5.406262,-0.004257
0.136,-0.007966,0,-23.429476,5.381635,-0.004036
0.137,-0.007808,0,-22.964577,5.446203,-0.004036
0.138,-0.007818,0,-22.99518,5.543834,-0.004136
0.139,-0.007942,0,-23.35911,5.524301,-0.004036
0.14,-0.00792,0,-23.293374,5.394672,-0.003855
0.141,-0.007936,0,-23.340017,5.150096,-0.003975
0.142,-0.007913,0,-23.273699,4.827015,-0.003935
0.143,-0.007721,0,-22.709212,4.573873,-0.004216
0.144,-0.007641,0,-22.472439,4.442349,-0.004076
